第 三 篇 道 德	THIÊN THỨ 3 : ĐẠO ĐỨC
呂 氏 春 秋 云 : 人 之 情 欲 壽 而 惡 夭 欲 安 而 惡 危 欲 榮 而 惡 辱 欲 逸 而 惡 勞 四 欲 得 四 惡 除 則 心 適 矣 四 欲 之 得 也 在 於 勝 理 勝 理 以 治 身 則 生 全 矣 生 全 則 壽 長 矣 勝 理 以 治 國 則 法 立 矣 法 立 則 天 下 服 故 適 心 之 務 在 勝 理 。	Sách Lã Thị Xuân Thu viết : Tình người mong trường thọ mà ghét chết yểu, mong an ổn mà ghét nguy hiểm, mong vinh quang mà ghét nhục nhã, mong an nhàn mà ghét lao khổ. Như bốn lòng mong đó đạt được, thì bốn cái ghét sẽ tiêu trừ, lòng dạ sẽ dễ chịu vậy. Bốn lòng mong đó đạt được là ở làm đúng đạo lý. Làm đúng đạo lý để trị thân thì sinh mệnh bảo toàn, sinh mệnh bảo toàn thì sống lâu. Làm đúng đạo lý để trị quốc thì luật pháp gây dựng, luật pháp gây dựng thì thiên-hạ phục. Nên lòng dạ dễ chịu nên lo việc làm đúng theo đạo lý vậy.
左 傳 云 : 妖 由 人 興 也 人 無 釁 焉 妖 不 自 作 人 棄 常 則 妖 興 。	Sách Tả Truyện viết : Chuyện quái dị dấy lên là do con người. Con người không lầm lỗi, thì chuyện quái dị không tự khởi lên. Con người bỏ đi đạo-thường thì những chuyện quái dị nổi lên vậy.
孟 子 云 : 無 惻 隱 之 心 非 人 也 無 羞 惡 之 心 非 人 也 無 辭 讓 之 心 非 人 也 無 是 非 之 心 非 人 也 惻 隱 之 心 仁 之 端 也 羞 惡 之 心 義 之 端 也 辭 讓 之 心 禮 之 端 也 是 非 之 心 智 之 端 也 人 之 有 是 四 端 也 猶 其 有 四 體 也 有 是 四 端 而 自 謂 不 能 者 自 賊 者 也 謂 其 君 不 能 者 賊 其 君 者 也 。	Sách Mạnh Tử viết : Không có lòng trắc-ẩn không phải là người. Không có lòng xấu hổ việc ác không phải là người. Không có lòng từ-nhượng không phải là người. Không có lòng phân biệt thị-phi không phải là người. Lòng trắc-ẩn là đầu mối của Nhân. lòng xấu hổ việc ác là đầu mối của Nghĩa. Lòng từ-nhượng là đầu mối của Lễ. Lòng phân biệt thị-phi là đầu mối của Trí. Người mà có đủ bốn đầu mối trên giống như cơ thể có đủ tứ-chi vậy. Người mà có đủ bốn đầu mối trên mà tự nói không thể làm, là tự làm hại mình vậy. Còn nói vị vua nào mà không thể làm, là tự làm hại vua vậy.
周 易 云 : 昔 者 聖 人 之 作 易 也 將 以 順 性 命 之 理 也 是 以 立 天 之 道 曰 陰 與 陽 立 地 之 道 曰 柔 與 剛 立 人 之 道 曰 仁 與 義 。	Sách Chu Dịch viết : Xưa kia bậc thánh-nhân làm ra sách Dịch, đều lấy theo cái lý thuận tính-mệnh, thế cho nên lập ra đạo trời gọi là Âm và Dương, lập ra đạo đất gọi là Nhu và Cương, lập ra đạo người gọi là Nhân và Nghĩa.
尸 子 云 : 君 臣 父 子 上 下 長 幼 貴 賤 親 疏 皆 得 其 分 曰 治 愛 得 分 曰 仁 施 得 分 曰 義 慮 得 分 曰 智 動 得 分 曰 適 言 得 分 曰 信 皆 得 其 分 而 後 為 成 人 。	Sách Thi Tử viết : Vua-tôi, cha-con, trên-dưới, lớn-nhỏ, sang-hèn, thân-sơ làm đúng phận thì an trị. Yêu đúng phận gọi là Nhân. Cho đúng phận gọi là Nghĩa. Lo đúng phận gọi là Trí. Hành động đúng phận gọi là Thích. Nói đúng phận gọi là Tín. Khi các nơi đều đúng phận mà sau mới thành người.
莊 子 云 : 夫 天 地 至 神 也 而 有 尊 卑 先 後 之 序 而 況 人 道 乎 宗 廟 尚 親 朝 廷 尚 尊 鄉 黨 尚 齒 行 事 尚 賢 大 道 之 序 也 。	Sách Trang Tử viết : Đến trời đất rất linh thiên, mà vẫn có thứ tự tôn-ty, trước-sau huống chi là đạo người !. Nơi tông-miếu tôn trọng thân tộc, chốn triều-đình tôn trọng bậc cao quý, ở làng quê tôn trọng người già cả, khi làm việc tôn trọng bậc hiền-nhân, đó là thứ tự của đạo lớn vậy.
周 易 云 : 天 地 之 道 貞 觀 者 也 日 月 之 道 貞 明 者 也 天 下 之 動 貞 夫 一 者 也 。	Sách Chu Dịch viết : Đạo của trời-đất là xem xét sự trinh bền. Đạo của mặt trời, mặt trăng tỏa sáng trinh bền. Cái động của thiên-hạ là một cách trinh bền vậy.
周 易 云 : 隨 象 曰 澤 中 有 雷 隨 君 子 以 向 晦 入 宴 息 。	Sách Chu Dịch viết : Quẻ Tùy Tượng viết : trong đầm có sấm là quẻ Tùy, người quân-tử lấy đó gần tối vào (nhà) nghỉ ngơi. Sách Trang Tử viết : Người học đạo thì mỗi ngày một bớt đi rồi lại bớt đi để đến cảnh giới vô vi, vô vi mà không gì chẳng làm được vậy.
莊 子 云 : 為 道 者 日 損 損 之 又 損 之 以 至 於 無 為 無 為 而 無 不 為 也 天 地 有 大 美 而 不 言 四 時 有 明 法 而 不 議 萬 物 有 成 理 而 不 說 至 人 無 為 大 聖 不 作 觀 於 天 地 之 謂 也 。	Trời đất có cái đẹp lớn mà chẳng nói, bốn mùa có quy luật rõ ràng mà chẳng bàn luận, vạn vật có được lý mà chẳng nói, đến con người không làm gì, bậc đại-thánh chẳng tạo nên, đó gọi là xem xét trời đất vậy.
文 子 云 : 所 謂 無 為 者 非 謂 其 引 之 不 來 推 之 不 往 迫 而 不 應 感 而 不 動 堅 滯 而 不 流 捲 握 而 不 散 也 謂 其 私 志 不 入 公 道 嗜 欲 不 枉 正 術 循 理 而 舉 事 因 資 而 立 功 推 自 然 之 勢 也 。	Sách Văn Tử viết : Cái gọi là vô-vi, không phải cho là dẫn không đến, mời không đi, bức bách mà không ứng lại, cảm hóa mà không lay động, cố chấp mà không ứng biến, uống nắn mà không giãn ra. Mà đó là không đem ý riêng để xen vào lẽ công bằng, không đem thị-dục để bẻ cong phương pháp đúng đắn, tuân theo đạo lý mà làm việc, dựa vào điều kiện có sẵn mà làm nên công nghiệp, tìm lẽ tự nhiên của tình thế vậy.
禮 記 云 : 樂 正 子 春 下 堂 而 傷 其 足 數 月 不 出 猶 有 憂 色 門 弟 子 曰 夫 子 之 足 瘳 矣 數 月 不 出 猶 有 憂 色 何 也 曰 吾 聞 諸 曾 子 父 母 全 而 生 之 子 全 而 歸 之 可 謂 孝 矣 不 虧 其 體 不 辱 其 身 可 謂 全 矣 故 君 子 跬 步 弗 敢 忘 孝 也 今 予 忘 孝 之 道 予 是 以 有 憂 色 也 。	Sách Lễ Ký viết : Ông Nhạc-Chính-Tử từ nhà xuống bị thương ở chân, rất nhiều tháng chẳng ra khỏi nhà, nên có sắc mặt rất ưu buồn. Người đệ tử hỏi : chân của thầy khỏi rồi, sao nhiều tháng chẳng ra khỏi nhà, lại có sắc mặt ưu buồn đến thế ?. Nhạc-Chính-Tử đáp : ta nghe thầy Tăng-Tử dạy : cha mẹ sinh ra toàn vẹn, khi chết cũng phải toàn vẹn vậy mới gọi là hiếu. Không hủy hoại thân thể, không để tấm thân này màng nhục mới gọi là toàn vẹn. Nên người quân-tử đi nữa bước chân chẳng dám quên hiếu. Nay ta đã quên đạo hiếu, bởi vậy ta có sắc mặt ưu buồn vậy.
曾 子 云 : 人 之 生 也 百 歲 之 中 有 疾 病 焉 故 君 子 思 其 不 可 復 者 而 先 施 焉 親 戚 既 沒 雖 欲 孝 誰 為 孝 乎 年 既 耆 艾 雖 欲 悌 誰 為 悌 乎 故 孝 有 不 及 悌 有 不 時 其 此 之 謂 與 。	Sách Tăng Tử viết : Người sinh ra, trong một đời đều có tật bệnh. Nên người quân-tử lo lắng về cái không thể trở về mà làm trước vậy. Khi người thân-thích đã chết dù muốn báo hiếu thì sao hiếu được đây ?. Khi tuổi đã lớn dù muốn kính nhường thì sao kính nhường được đây ?. Nên làm trọn đạo hiếu có lúc chẳng đủ, còn việc kính nhường có lúc đã trễ thời. Điều đó nói lên thế ư !.
禮 記 云 : 子 曰 武 王 周 公 其 達 孝 矣 乎 夫 孝 者 善 繼 人 之 志 善 述 人 之 事 者 也 。	Sách Lễ Ký viết : Đức Khổng-Tử nói : vua Võ-Vương, Chu-Công đã thông đạt Hiếu ư !. Hiếu vì khéo kế thừa chí nguyện cha ông, khéo noi theo công việc của cha ông vậy.
孝 經 云 : 子 曰 昔 者 明 王 事 父 孝 故 事 天 明 事 母 孝 故 事 地 察 長 幼 順 故 上 下 治 天 地 明 察 神 明 彰 矣 故 雖 天 子 必 有 尊 也 言 有 父 也 必 有 先 也 言 有 兄 也 。	Sách Hiếu Kinh viết : Đức Khổng-Tử nói : xưa kia các vi vua sáng suốt phụng sự cha hiếu nên thờ trời sáng tỏ, phụng sự mẹ hiếu nên thờ đất rõ ràng, lớn nhỏ thuận hòa nên trên dưới an trị, trời-đất rõ ràng, thần-minh rõ rệt vậy. Nên dù thiên-tử ắt được chổ tôn quý, lời nói của cha ắt có được chổ được trước, và lời nói của anh vậy.
曾 子 云 : 曾 子 曰 君 子 立 孝 其 忠 之 用 也 禮 之 貴 也 故 為 人 子 而 不 能 孝 其 父 者 不 敢 言 人 父 不 能 畜 其 子 者 為 人 弟 而 不 能 承 其 兄 者 不 敢 言 人 兄 不 能 順 其 弟 者 為 人 臣 而 不 能 事 其 君 者 不 敢 言 人 君 不 能 使 其 臣 者 故 與 父 言 言 畜 子 與 子 言 言 孝 父 與 兄 言 言 順 弟 與 弟 言 言 承 兄 與 君 言 言 使 臣 與 臣 言 言 事 君 君 子 之 孝 也 忠 愛 以 敬 反 是 亂 也 。	Sách Tăng Tử viết : Thầy Tăng-Tử nói : Người quân-tử gây dựng nết hiếu là ở chổ dụng của lòng trung, là chổ quý của lễ. Nên người làm con mà không thể hiếu với cha, thì không dám nói với cha người về việc không thể nuôi con. Người làm em mà không thể kính phụng anh, thì không dám nói anh người về việc không thể hòa thuận với em. Người làm bề tôi mà không thể phụng sự vua, thì không dám nói vua người về việc không thể sai khiến bề tôi. Nên cùng với cha người nói, thì nói về việc nuôi con. Cùng với con người nói, thì nói về việc hiếu thảo cha. Cùng với anh người nói, thì nói về việc thuận hòa em. Cùng với em người nói, thì nói về việc kính phụng anh. Cùng với vua người nói, thì nói về việc sai khiến bề tôi. Cùng với bề tôi người nói, thì nói về việc phụng sự vua.
禮 記 云 : 夫 孝 置 之 而 塞 乎 天 地 敷 之 而 橫 乎 四 海 施 諸 後 世 而 無 朝 夕 詩 云 自 西 自 東 自 南 自 北 無 思 不 服 此 之 謂 也 。	Nết hiếu của người quân-tử là lòng trung-ái để cung kính mọi người, làm trái lại thì loạn vậy. Sách Lễ Ký viết : Hiếu đạo được gây dựng mà trời đất được lấp đầy dẫy, mở rộng mà ngang dọc đến bốn biển, lưu truyền cho hậu-thế mà không mất đi. Kinh Thi viết : “ Từ đông, từ tây. Từ nam, từ bắc. Không (ai) nghĩ chẳng phục.”
毛 詩 云 : 常 棣 之 華 萼 不 煒 煒 凡 今 之 人 莫 如 兄 弟 鶺 鴒 在 原 兄 弟 急 難 每 有 良 朋 況 也 永 歎 兄 弟 鬩 于 牆 外 禦 其 侮 。	Đó đang là nói (hiếu đạo) vậy. Sách Mao Thi viết : Hoa thường-lệ tưng bừng đua nở. Há lại không rực rỡ xinh tươi. Giờ đây tất cả những người. Thì chẳng gì bằng anh em ơi. Trên gò cao tích-linh đậu lại. Anh em đang gặp phải gian nguy. Bạn bè tốt thì có thiếu gì. Bạn thì thở dài cứu được chi. Tuy trong tường anh em chống đối. Ngăn nhục ngoài đã vội hợp nhau.
左 傳 云 : 惠 伯 曰 喪 親 之 終 也 雖 不 能 始 善 終 可 也 史 佚 有 言 曰 兄 弟 致 美 救 乏 賀 善 吊 災 祭 敬 喪 哀 情 雖 不 同 毋 絕 其 愛 親 之 道 也 。	Sách Tả Truyện viết : Ông Huệ-Bá nói : tang sự là việc cuối cùng đối với người thân. Tuy không thể có bắt đầu tốt nhưng kết thúc (tốt) thì có thể vậy. Ông Sử-Dật có nói : Anh em rất tốt đẹp, cứu giúp lúc thiếu thốn, chúc mừng việc tốt, thăm hỏi khi có nạn, cúng tế cung kính, có tang thì thương xót, dù tình cảm bất-đồng không mất đi lòng yêu thương. Đó là đạo lý với người thân vậy.
孫 卿 子 云 : 仁 者 愛 人 義 者 修 理 。	Sách Tôn Khanh Tử viết : Người nhân yêu người, người nghĩa noi theo đạo lý.
孟 子 云 : 孟 子 曰 三 代 之 得 天 下 也 以 仁 其 失 天 下 也 以 不 仁 國 家 之 所 以 廢 興 存 亡 者 亦 然 天 子 不 仁 不 保 四 海 之 內 諸 侯 不 仁 不 保 社 稷 卿 大 夫 不 仁 不 保 宗 廟 士 庶 人 不 仁 不 保 四 體 今 惡 死 亡 而 樂 不 仁 猶 惡 醉 而 強 酒 。	Sách Mạnh Tử viết : Thầy Mạnh-tử nói : ba triều đại (Hạ, Thương, Chu) có được thiên-hạ là nhờ có lòng nhân-từ, mà mất đi thiên-hạ cũng bởi mất đi lòng nhân-từ. Quốc-gia sở dĩ suy bại, hưng thịnh, tồn tại, mất đi đều cũng như thế. Thiên-tử không nhân-từ không bảo vệ được bốn biển trong thiên-hạ. Chư-hầu không nhân-từ không bảo vệ được xã-tắc. Quan Khanh, Đại-Phu, không nhân-từ không bảo về được tông-miếu. Kẻ sĩ và thứ dân không nhân-từ không bảo toàn được thân thể. Người thời nay ghét sự chết chóc mà thích bất nhân, giống như ghét say mà cố uống rượu vậy.
傅 子 云 : 昔 者 聖 人 之 崇 仁 也 將 以 興 天 下 之 利 也 利 或 不 興 須 仁 以 濟 天 下 有 不 得 其 所 若 己 推 而 委 之 於 溝 壑 然 夫 仁 者 蓋 推 己 以 及 人 也 故 己 所 不 欲 無 施 於 人 推 己 所 欲 以 及 天 下 推 己 心 孝 於 父 母 以 及 天 下 則 天 下 之 為 人 子 者 不 失 其 事 親 之 道 矣 推 己 心 有 樂 於 妻 子 以 及 天 下 則 天 下 之 為 人 父 者 不 失 其 室 家 之 觀 矣 推 己 之 不 忍 於 飢 寒 以 及 天 下 之 心 含 生 無 凍 餧 之 憂 矣 此 三 者 非 難 見 之 理 非 難 行 之 事 唯 不 內 推 其 心 以 恕 乎 人 未 之 思 耳 夫 何 遠 之 有 哉 。	Sách Phó Tử viết : Ngày xưa bậc thánh-nhân tôn sùng đức nhân từ, lấy đó làm hưng thịnh những lợi ích cho người trong thiên-hạ. Những lợi ích hoặc không thi hành được, thì phải dùng đức nhân từ để cứu tế thiên-hạ. Như có chổ chẳng làm được, thì giống như mình xô đẩy họ xuống ngòi rãnh vậy. Người nhân từ sẽ suy mình ra người. Nên mình có chổ không muốn thì chẳng làm cho người. Suy ra điều mình muốn đều mong người thiên-hạ có được. Suy ra lòng mình hiếu thảo cha mẹ để đối với người thiên-hạ, thì những người làm con trong thiên-hạ chẳng đánh mất đạo lý phụng sự người thân vậy. Suy ra lòng mình có vui vẻ với vợ con để đối với người thiên-hạ, thì những người làm cha trong thiên-hạ chẳng đánh mất quan điểm về gia đình vậy. Suy ra mình không nhẫn tâm thấy cảnh đói rét để đối với người thiên-hạ thì những sinh linh không còn cái lo về đói rét vậy. Ba quan điểm đó không khó thấy cái lý, không khó để thực hành, chỉ là không suy lòng mình đối với người đó ư !, như không suy tư, thì chẳng phải xa (đạo) lắm sao ?.
	Sách Chu Lễ viết : Thiện-phu (đầu bếp) là người giữ chức quan dâng đồ ăn uống ngon cho vua.
周 禮 云 : 膳 夫 掌 王 之 食 飲 膳 羞 大 喪 則 不 舉 大 荒 則 不 舉 大 札 則 不 舉 天 地 有 災 則 不 舉 邦 有 大 故 則 不 舉 。	Khi có tang lễ lớn thì không dâng lên (đồ ngon), năm mất mùa lớn thì không dâng lên, gặp ôn dịch lớn thì không dâng lên, trời đất có tai ương thì không dâng lên, nước nguyên nhân có việc lớn thì không dâng lên.
禮 記 云 : 仲 春 之 月 養 幼 少 存 諸 孤 命 有 司 省 囹 圄 去 桎 梏 毋 肆 掠 毋 竭 川 澤 毋 漉 陂 池 毋 焚 山 林 。	Sách Lễ Ký viết : Vào tháng trọng-xuân, nuôi sưỡng trẻ nhỏ, bảo bọc các trẻ mồ côi. Lệnh cho quan hữu-tư coi xét nhà tù, bỏ đi gông cùm, không phạt đánh roi, không tháo cạn nước sông hồ, không để nước hồ chứa khô cạn, không đốt phá rừng.
禮 記 云 : 國 君 春 田 不 圍 澤 大 夫 不 掩 群 士 不 取 麛 卵 。	Sách Lễ Ký viết : Quốc-quân săn bắn vào mùa xuân không vây hết một đồng. Quan đại-phu không bắt hết cả bầy thú. Kẻ sĩ không bắt lấy thú con và trứng.
禮 記 云 : 子 曰 仁 有 三 與 仁 同 功 而 異 情 與 人 同 功 其 仁 未 可 知 也 與 仁 同 過 然 後 其 仁 可 知 也 仁 者 安 仁 智 者 利 仁 畏 罪 者 強 仁 。	Sách Lễ Ký viết : Đức Khổng-Tử nói : lòng nhân có ba điều. Cùng lòng nhân đồng công lao mà khác tình cảm, cùng người đồng công lao còn lòng nhân chưa có thể biết được, cùng lòng nhân đồng lỗi lầm mà sau lòng nhân có thể biết được. Người nhân-từ an trong lòng nhân từ, người trí lợi ích lòng nhân, người sợ tội mạnh mẽ trong lòng nhân.
晏 子 云 : 景 公 問 晏 子 曰 謀 必 得 事 必 成 有 術 乎 對 曰 有 公 曰 其 術 何 如 晏 子 曰 謀 度 於 義 者 必 得 事 因 於 民 者 必 成 反 義 而 謀 背 民 而 動 未 聞 存 者 也 昔 三 代 之 興 也 謀 必 度 於 義 事 必 因 於 民 及 其 衰 也 謀 者 反 義 興 事 傷 民 故 度 義 因 民 謀 事 之 術 也 。	Sách Yến Tử viết : (Tề) Cảnh-Công hỏi ông Yến-Tử rằng : Mưu tính ắt đạt được, làm việc ắt thành công có phương pháp đó không ?. Yến-Tử đáp : thưa có . Cảnh-Công hỏi : thế phương pháp như thế nào ?. Yến-Tử đáp : thưa mưu tính theo đạo nghĩa ắt đạt được, làm việc tùy theo người dân ắt thành công, còn trái đạo nghĩa mà mưu tính, bỏ đi dân mà hành động, thần chưa từng nghe có chuyện đó. Ngày xưa ba triều đại (Hạ, Thương, Chu) được hưng thịnh, thì mưu tính ắt theo đạo nghĩa, làm việc ắt tùy theo người dân. Đến thời kỳ suy bại, thì mưu tính trái đạo nghĩa, bắt đầu làm việc thì tổn thương người dân. Nên theo đạo nghĩa, tùy theo người dân là phương pháp mưu tính và làm việc vậy.
鶡 冠 子 云 : 夫 君 子 者 易 親 而 難 狎 畏 禍 而 難 劫 嗜 利 而 不 為 非 時 動 靜 而 不 茍 作 體 雖 安 之 而 弗 敢 處 然 後 禮 生 焉 心 雖 欲 之 而 弗 敢 言 然 後 義 生 焉 夫 義 節 欲 而 治 禮 反 情 而 辨 者 也 。	Sách Hạt Quan Tử viết : Thường người quân-tử dễ thân cận mà khó đùa bỡn, họ lo sợ tai vạ mà khó bức ép, họ ham thích lợi mà không làm việc sai trái, thời buổi động loạn thì họ an định mà không làm việc tùy tiện. Thân thể cho dù an ổn mà họ chẳng dám xử trí (tùy tiện) rồi sau lễ sinh ra vậy. Lòng tùy theo dục vọng mà chẳng dám nói (sai trái) rồi sau nghĩa sinh ra vậy. Thường nghĩa thì tiết chế dục vọng mà sửa trị, lễ thì làm trái lại tình cảm mà biện biệt (rõ).
左 傳 云 : 天 災 流 行 國 家 代 有 救 災 恤 鄰 道 也 行 道 有 福 。	Sách Tả Truyện viết : Thiên tai hoành hành khắp nơi, quốc gia đại diện cứu tai giúp đỡ nước láng giềng đó là đạo. Làm theo đạo thì có phúc.
	Sách Phó Tử viết : Trời đất thành tín rõ rệt mà bốn mùa chẳng loạn. Mặt trời, mặt trăng thành tín rõ rệt mà sáng tối có thường. Bậc vương làm theo thành tín mà vạn-quốc lấy đó để an định. Chư-hầu theo thành tín mà nội bộ lấy đó để hòa hợp. Người quân-tử thực hiện thành tín mà bản thân lấy đó để đứng vững.
傅 子 云 : 蓋 天 地 著 信 而 四 時 不 悖 日 月 著 信 而 昏 明 有 常 王 者 體 信 而 萬 國 以 安 諸 侯 秉 信 而 境 內 以 和 君 子 履 信 而 厥 身 以 立 古 之 聖 君 賢 佐 將 化 世 美 俗 去 信 須 臾 而 能 安 上 治 民 者 未 之 有 也 。	Ngay xưa vua thánh, bề tôi hiền đức phò tá, muốn biến đổi thế tục cho tốt đẹp, bỏ đi thành tín trong chốc lát mà có thể an định trên và cai trị dân được là chưa có vậy.
韓 子 云 : 曾 子 妻 之 市 其 子 隨 而 泣 其 母 曰 汝 還 顧 反 為 汝 殺 彘 妻 道 市 來 曾 子 欲 捕 彘 殺 之 其 妻 止 之 曰 特 與 嬰 兒 戲 也 曾 子 曰 嬰 兒 者 非 有 知 也 待 父 母 而 學 之 者 也 今 子 欺 之 是 教 子 欺 也 母 欺 子 子 而 不 信 其 母 非 所 以 成 教 也 遂 殺 彘	Sách Hàn Tử viết : Vợ thầy Tăng-Tử đi chợ, đứa con chạy theo khóc, người mẹ nói : “con về nhà đi rồi mẹ sẽ giết lợn cho con ăn”. Người vợ đi chợ về, thầy Tăng-Tử muốn bắt lợn giết, người vợ dừng lại nói : “ tôi và con nhỏ chỉ giỡn thôi.” Thầy Tăng-Tử nói : “ đối với con nhỏ không được làm như thế.” Cha mẹ làm như thế nào thì con sẽ học theo thế đấy. Nay nàng lừa dối con, thế là dạy con lừa dối. Mẹ lừa con, con không tin, thì mẹ không thể dạy con nên người được. Thầy Tăng-Tử liền giết lợn. Sách Thi Tử viết : Chữ Thứ (suy bụng ta ra bụng người) là bản thân phải độ lượng. Điều gì mình không muốn thì không làm cho mọi người. Ghét cái xấu của mọi người thì trước bỏ đi mọi cái xấu của mình.
尸 子 云 : 恕 者 以 身 為 度 者 也 己 所 不 欲 毋 加 諸 人 惡 諸 人 則 去 諸 己 欲 諸 人 則 求 諸 己 此 恕 也 。	Muốn mọi người điều gì thì trước cầu ở mình. Đó là chữ Thứ vậy.
昌 言 云 : 事 親 而 不 為 親 所 知 是 孝 未 至 者 也 事 君 而 不 為 君 所 知 是 忠 未 至 者 也 與 人 交 而 不 為 人 所 知 是 信 義 未 至 者 也 。	Sách Xương Ngôn viết : Phụng sự cha mẹ mà cha mẹ không thân thiết, là biết được hiếu đạo chưa tới nơi vậy. Phụng sự vua mà vua không theo, là biết được lòng trung chưa tới nơi vậy. Cùng người kết giao mà người không thân, là biết được tín-nghĩa chưa tới nơi vậy.
左 傳 云 : 君 子 在 位 可 畏 施 舍 可 愛 進 退 可 度 周 旋 可 則 容 止 可 觀 作 事 可 法 德 行 可 象 聲 氣 可 樂 動 作 有 文 言 語 有 章 以 臨 其 下 謂 之 有 威 儀 也 。	Sách Tả Truyện viết : Người quân-tử tại vị nên lo sợ, thí-xả nên yêu thích, tiến-thoái có mức độ, qua lại có phép tắc, dung nghi dễ nhìn, làm việc tuân theo pháp luật, đức-hạnh làm hình tượng mẫu, giọng nói vui vẻ, động-tác có văn vẻ, ngôn-ngữ có trật tự mạch lạc, lấy đó để đối đãi cấp dưới thì gọi là có uy-nghi vậy.
文 子 云 : 非 漠 真 無 以 明 德 非 寧 靜 無 以 致 遠 非 寬 大 無 以 並 覆 非 平 正 無 以 制 斷 。	Sách Văn Tử viết : Không thờ ơ sự thật, không thể sáng tánh đức. Không yên tĩnh, không thể suy tính xa. Không có lòng khoan dung lớn, không thể che chở mọi vật. Không công bình chánh trực, không thể đưa ra phán đoán đúng.
禮 記 云 : 大 人 不 唱 游 言 可 言 也 不 可 行 君 子 弗 言 也 可 行 也 弗 可 言 君 子 弗 行 也 則 民 言 不 危 行 而 行 不 危 言 矣 。	Sách Lễ Ký viết : Bậc đại-nhân không nói lời phù phiếm. Có thể nói, không thể làm, người quân-tử chẳng nói. Có thể làm, không thể nói, người quân-tử chẳng làm. Thế thì dân biết, nói không nguy lúc làm, và làm không nguy lúc nói vậy.
	Sách Tả Truyện viết : Vua (Sở Chiêu Vương) thưởng cho ông Đấu-Tân, Vương Tôn Do Vu, Thân Bao Tự, Đấu Hoài. Ông Tử Tây nói : “xin đại vương không thưởng cho Đấu Hoài.”
左 傳 云 : 王 賞 鬭 辛 王 孫 由 于 申 包 胥 鬭 懷 子 西 曰 請 舍 懷 也 王 曰 大 德 滅 小 怨 道 也 。	Vua nói : lấy đức lớn diệt đi oán nhỏ là đạo. Sách Văn Tử viết : Tình của con người cảm phục ở đức độ, chẳng cảm phục ở vũ lực.
文 子 云 : 人 之 情 服 於 德 不 服 於 力 故 古 之 聖 王 以 其 言 下 人 以 其 身 後 人 即 天 下 推 而 不 厭 戴 而 不 重 此 德 有 餘 而 氣 順 也 故 知 與 之 為 得 知 後 之 為 先 即 幾 道 矣 。	Nên thời xưa bậc thánh-vương lúc nói năng ở dưới người, thân đứng sau người, thì người thiên-hạ nghĩ nhớ đến mà chẳng ghét bỏ, quý trọng mà không cho là nặng nề. Đó là đức có dư và hòa khí thuận. Nên biết cùng người đạt được, biết đứng sau mà được ra trước thì đã gần đạo vậy.
孔 子 家 語 云 : 夫 學 者 損 其 自 多 以 虛 受 之 天 道 成 而 必 變 凡 持 滿 而 能 久 者 未 嘗 有 也 故 曰 自 賢 者 則 天 下 之 善 言 不 得 聞 其 耳 矣 。	Sách Khổng Tử Gia Ngữ viết : Bậc học-giả phải giảm bớt tính tự cao, để lòng rỗng không tiếp nhận sự vật. Đạo trời thành tựu thì ắt biến đổi. Thường giữ sự tự mãn mà có thế dài lâu là chư từng có. Nên nói rằng tự cho mình hiền, thì những lời tốt đẹp trong thiên-hạ không nghe được vào tai vậy.
老 子 云 : 不 自 見 故 明 不 自 是 故 彰 不 自 伐 故 有 功 不 自 矜 故 長 夫 唯 不 爭 故 天 下 莫 能 與 之 爭 。	Sách Lão Tử viết : Không xem mình là sáng, nên sáng. Không cho mình là phải, nên chói. Không cho mình có công, nên có công. Không khoe mình, nên đứng đầu. Chỉ vì không tranh, nên thiên-hạ không ai tranh nổi với mình.
體 論 云 : 君 子 務 脩 諸 內 而 讓 之 於 外 務 積 於 身 而 處 之 以 不 足 。	Sách Thể Luận viết : Người quân-tử lo tu sửa hết ở bên trong mà khiêm nhượng hiện ra ở ngoài, lo tích lũy đức hạnh cho bản thân mà cảm thấy xử thế chẳng đủ.
周 易 云 : 謙 象 曰 地 中 有 山 謙 君 子 以 裒 多 益 寡 稱 物 平 施 。	Sách Chu Dịch viết : Quẻ Địa Sơn Khiêm, Tượng viết : trong đất có núi là quẻ Khiêm, người quân-tử lấy chổ nhiều bù chổ ít, thí xả công bình xứng đáng cho người vật.
後 漢 書 云 : 夫 謙 德 之 光 周 易 所 美 滿 溢 之 位 道 家 之 所 戒 故 君 子 福 大 而 愈 懼 爵 隆 而 益 恭 遠 察 近 覽 俯 仰 有 則 銘 諸 机 杖 刻 諸 槃 杅 矜 矜 業 業 無 殆 無 荒 如 此 則 百 福 是 荷 慶 流 無 窮 矣 。	Sách Hậu Hán Thư viết : Thường đức khiêm là sáng, sách Chu-Dịch cho là đẹp. Ở tại vị mà phóng túng, đó là giới cấm của đạo-gia. Nên người quân-tử phúc lớn thì lo sợ, tước vị cao thì khiêm cung. Xét xa nhìn gần thì cử chỉ động tác đều có phép tắc, họ lấy đó ghi hết vào ghế gậy, khắc hết vào mâm gỗ, bồn tắm, đau đáu sợ hãi không yên, không bỏ đi như thế thì trăm phúc đến, tiếp nối không dứt vậy.
魏 志 云 : 舜 戒 禹 曰 鄰 哉 鄰 哉 言 慎 所 近 也 周 公 戒 成 王 曰 其 朋 其 朋 言 慎 所 與 也 。	Sách Ngụy Chí viết : Vua Thuấn răn ông Vũ rằng : “gần thay ! , gần thay !.”
