第 四 篇 為 政	THIÊN THỨ 4 : VI CHÁNH
尸 子 云 : 父 母 之 所 畜 子 者 非 賢 強 也 非 聰 明 也 非 俊 智 也 愛 之 憂 之 欲 其 賢 己 也 人 利 之 與 我 利 之 無 擇 也 此 父 母 所 以 畜 子 也 然 則 愛 天 下 欲 其 賢 己 也 人 利 之 與 我 利 之 無 擇 也 則 天 下 之 畜 亦 然 矣 此 堯 之 所 以 畜 天 下 也 。	Sách Thi Tử viết : Cha mẹ nuôi nấng con cái, không hẳn là hiền đức khoẻ mạnh, không hẳn là thông-minh, không hẳn là tài trí hơn người, yêu thương rồi lo lắng đều muốn con hiền đức hơn mình, dẫu người làm lợi hay ta làm lợi con mình cũng không khác biệt, đó là cách cha nuôi nấng con cái. Vậy thì vua yêu thiên-hạ cũng muốn họ hiền đức hơn mình, người làm lợi hay ta làm lợi cũng không khác biệt suy ra việc trị lý thiên-hạ lại cũng giống như việc cha mẹ nuôi nấng con cái vậy.
尸 子 云 : 誠 愛 天 下 者 得 賢 奚 以 知 其 然 也 弱 子 有 疾 慈 母 之 見 秦 醫 也 不 爭 禮 貌 在 囹 圄 其 走 大 吏 也 不 愛 資 財 視 天 下 若 子 是 故 其 見 醫 者 不 爭 禮 貌 其 奉 養 也 不 愛 資 財 故 文 王 之 見 太 公 望 也 一 日 五 分 桓 公 之 奉 管 仲 也 列 成 有 數 此 所 以 其 僻 小 身 至 穢 污 而 為 正 於 天 下 也 。	Đó là cách mà vua Nghiêu dùng để trị lý thiên-hạ. Sách Thi Tử viết : Chân thành yêu thiên-hạ thì có được người hiền, vì sao biết được việc đó ?. Ví như khi con bị ốm mẹ hiền thấy được liền tìm thầy thuốc mà không màng đến thể diện. Khi con vào nhà tù thì mẹ liền chạy đến quan lại cầu cạnh mà không màng đến tiền bạc. Người xem thiên-hạ giống như con mình cho nên tìm đến thầy thuốc chữa bệnh mà không màng đến lễ-mạo, khi chăm sóc không mang đến tiền của. Nên thấy vua Văn-Vương đến gặp Thái-Công-Vọng một ngày đến năm lần. Vua Tề-Hoàn-Công ban tặng cho ông Quản-Trọng rất nhiều thành trì. Đó là lý do nước nhỏ của vua Văn-Vương, tấm thân ô uế của vua Tề-Hoàn-Công vẫn có thể làm chánh thiên-hạ vậy.
論 語 云 : 子 路 問 政 子 曰 先 之 勞 之 請 益 曰 毋 倦 。	Sách Luận Ngữ viết : Thầy Tử-Lộ hỏi việc chính trị. Đức Khổng-Tử nói : Trước phải lao nhọc. Thầy Tử-Lộ hỏi thêm.
尚 書 云 : 弗 作 無 益 害 有 益 功 乃 成 弗 貴 異 物 賤 用 物 民 乃 足 。	Đức Khổng-Tử nói : Làm không biết mệt. Sách Thượng Thư viết : Không làm những việc vô-ích hại đến việc hữu-ích, thì sự nghiệp bèn thành công. Không quý những vật kì dị coi thường vật hữu-dụng, thì dân bèn no đủ.
漢 書 云 : 詩 曰 凱 悌 君 子 民 之 父 母 今 人 有 過 教 未 施 而 刑 已 加 焉 或 欲 改 行 為 善 而 道 無 由 至 朕 甚 憐 之 夫 刑 至 斷 支 體 刻 肌 膚 終 身 不 息 何 其 刑 之 痛 而 不 德 也 豈 稱 為 民 父 母 之 意 哉 。	Sách Hán Thư viết : Kinh Thi viết : “quân-tử vui hoà nết đễ, thật là cha mẹ của dân.” Nay người phạm tội chưa qua giáo dục mà vội xử phạt, lỡ có ai muốn sửa đổi để tốt hơn thì không còn đường làm vậy, trẫm vô cùng thương xót họ. Hình phạt thi hành sẽ đoạn mất chân tay, cắt mất da thịt đến hết đời không ngui. Tại sao phải thi hành hình phạt đau đớn vô đạo đức như thế ?, há xứng với ý “là cha mẹ của dân” ư !. Sách Lễ Ký viết : Kinh-Thi viết : “ Vui thay quân-tử, cha mẹ của dân”.
袁 子 正 書 云 : 太 上 使 民 知 道 其 次 使 民 知 心 其 下 使 民 不 得 為 非 使 民 知 道 者 德 也 使 民 知 心 者 義 也 使 民 不 得 為 非 者 威 禁 也 威 禁 者 賞 必 行 刑 必 斷 之 謂 也 此 三 道 者 治 天 下 之 具 也 欲 王 而 王 欲 霸 而 霸 欲 強 而 強 在 人 主 所 志 也 。	Sách Viên Tử Chính Thư viết : Bậc cao nhất khiến dân biết đạo, bậc kế khiến dân biết tâm, bậc hạ khiến dân không làm việc sai trái. Khiến dân biết đạo cần đức, khiến dân biết tâm cần nghĩa, khiến dân không làm việc sai trái cần cấm lệnh uy nghiêm. Cấm lệnh uy nghiêm là ban thưởng ắt làm, hình phạt ắt quyết đoán vậy. Đó là ba nguyên tắc đủ trị thiên-hạ. Muốn nên nghiệp vương sẽ nên vương nghiệp, muốn nên nghiệp bá sẽ nên nghiệp bá, muốn cường thình sẽ cường thịnh, đều ở tại chí hướng của người làm vua vậy.
論 語 云 : 子 曰 導 千 乘 之 國 敬 事 而 信 節 用 而 愛 人 使 民 以 時 。	Sách Luận Ngữ viết : Đức Khổng-Tử nói : dẫn dắt trị lý nước có 1.000 cỗ xe ngựa chiến, thận trọng làm việc mà giữ chữ tín với dân, chi dùng tiết kiệm mà thương yêu dân, sai khiến dân lao dịch đúng thời điểm.
論 語 云 : 定 公 問 君 使 臣 臣 事 君 如 之 何 孔 子 對 曰 君 使 臣 以 禮 臣 事 君 以 忠 。	Sách Luận Ngữ viết : Vua Lỗ-Định-Công hỏi, vua sai khiến bề tôi, bề tôi phụng sự vua như thế nào ?. Đức Khổng-Tử đáp : Vua sai khiến bề tôi theo lễ, bề tôi phụng sự vua tận trung (hết lòng).
袁 子 正 書 云 : 治 國 有 四 一 曰 尚 德 二 曰 考 能 三 曰 賞 功 四 曰 罰 罪 四 者 明 則 國 治 矣 夫 論 士 不 以 其 德 而 以 其 舊 考 能 不 以 其 才 而 以 其 久 而 求 下 之 貴 上 不 可 得 也 賞 可 以 勢 求 罰 可 以 力 避 而 求 下 之 無 姦 不 可 得 也 。	Sách Viên Tử Chính Thư viết : Trị nước có 4 việc. Thứ nhất tôn sùng đạo đức, thứ hai khảo thí người tài năng, thứ ba thưởng người có công, thứ tư phạt kẻ có tội. 4 việc đó rõ thì nước an trị vậy. Khi luận về kẻ sĩ không lấy đạo đức mà dựa theo mối quan hệ cũ để khảo thí người tài thì không thể chọn được người tài, còn lấy thời gian lâu dài mà mong dưới quý trọng trên là không thể được vậy. Thưởng có thể dựa vào quyền thế để cầu thì hình phạt có thể dựa vào thế lực để thoát tội, làm thế mà mong dưới không gian-tà là việc không thể được vậy.
袁 子 正 書 云 : 先 王 為 禮 以 達 人 之 性 理 刑 以 承 禮 之 所 不 足 故 以 仁 義 為 不 足 以 治 者 不 知 人 性 者 也 是 故 失 教 失 教 者 無 本 也 以 刑 法 為 不 可 用 者 是 不 知 情 偽 者 也 是 故 失 威 失 威 者 不 禁 也 故 有 刑 法 而 無 仁 義 久 則 民 忽 民 忽 則 怒 也 有 仁 義 而 無 刑 法 則 民 慢 民 慢 則 姦 起 也 故 曰 本 之 以 仁 成 之 以 法 使 兩 通 而 無 偏 重 則 治 之 至 也 夫 仁 義 雖 弱 而 持 久 刑 殺 雖 強 而 速 亡 自 然 之 治 也 。	Sách Viên Tử Chính Thư viết : Bậc tiên-vương làm ra lễ để giúp người thông đạt bổn tính và đạo lý, Hình phạt nương theo lễ để bù đắp chổ còn thiếu sót. Nên lấy nhân nghĩa để làm thì không đủ để trị nước, vì không biết tính người nên đánh mất đi sự giáo dục, đánh mất đi sự giáo dục là không có gốc vậy. Lấy hình-pháp làm thì không thể dùng vì không biết sự thật giả nên mất đi uy nghiêm, mất đi uy nghiêm thì không thể cấm đoán ai vậy. Do đó có hình-pháp mà không có nhân nghĩa lâu dần thì dân sao nhãng, dân sao nhãng thì tức giận vậy. Có nhân nghĩa mà không có hình-pháp thì dân phóng túng, dân phóng túng thì việc gian-tà nổi lên vậy. Nên nói lấy nhân nghĩa làm gốc, lấy hình-pháp để hỗ trợ, khiến cho hai việc đó thông nhau mà không thiên lệch bên nào thì đạt tới cảnh giới cao nhất của việc trị nước. Thường nhân nghĩa dù yếu mà giữ được lâu dài, còn hình phạt giết chóc dù mạnh mà chóng mất, đó là quy luật tự nhiên của việc trị nước.
鹽 鐵 論 云 : 古 者 篤 教 以 導 民 明 辟 以 正 刑 刑 之 於 治 猶 策 之 於 御 也 良 工 不 能 無 策 而 御 有 策 而 勿 用 也 聖 人 假 法 以 成 教 教 成 而 刑 不 施 。	Sách Diêm Thiết Luận viết : Người xưa đốc thúc giáo dục để dẫn dắt dân, làm rõ ràng hình-pháp. Dùng hình-pháp để trị nước giống như dùng roi điều khiển xe ngựa. Xa phu giỏi không thể không dùng roi mà điều khiển xe ngựa được, nhưng có roi mà không dùng bậy. Bậc thánh-nhân lấy hình-pháp để thành tựu việc giáo dục, khi việc giáo dục thành tựu thì hình-pháp không cần thi hành nữa.
漢 書 云 : 臣 聞 咎 繇 戒 帝 舜 曰 亡 敖 佚 欲 有 國 兢 兢 業 業 一 日 二 日 萬 機 箕 子 戒 武 王 曰 臣 無 有 作 威 作 福 亡 有 玉 食 臣 之 有 作 威 作 福 玉 食 害 於 而 家 凶 於 而 國 人 用 側 頗 辟 民 用 僭 慝 。	Sách Hán Thư viết : Thần nghe ông Cao-Dao răn vua Thuấn rằng : “ Không nên để cho các chư-hầu rong chơi ham mê vật dục, nên nơm nớp lo đến công việc, một ngày hai ngày đến hàng vạn.” Ông Cơ-Tử răn vua Thành-Vương rằng : “ Bề tôi không có làm ra uy quyền, tạo ra hạnh phúc, không có thức ăn quý như ngọc. Bề tôi mà làm ra uy quyền, tạo ra hạnh phúc, có thức ăn quý như ngọc thì làm hại cả nhà, mang xấu đến cả nước. Quyền rơi vào tay người có chức vị thì gian tà không biết an phận, quyền rơi vào tay dân thì chiếm đoạt xấu xa.” Sách Lễ Ký viết : Lấy 8 bính để vua bảo ban khống chế quần-thần.
申 子 云 : 明 君 如 身 臣 如 手 君 若 號 臣 如 響 君 設 其 本 臣 操 其 末 君 治 其 要 臣 行 其 詳 君 操 其 柄 臣 事 其 常 為 人 臣 者 操 契 以 責 其 名 名 者 天 地 之 綱 聖 人 之 符 張 天 地 之 綱 用 聖 人 之 符 則 萬 物 之 情 無 所 逃 之 矣 。	Sách Thân Tử viết : Bậc minh-quân như thân còn quan lại như tay chân. Vua nếu hiệu lệnh thì quan lại sẽ hưởng ứng. Vua sắp đặt việc căn gốc còn quan lại làm việc cành ngọn. Vua sửa trị việc trọng yếu còn quan lại thi hành việc tường tận. Vua cầm nắm quyền bính còn quan lại làm việc thường ngày. Người làm quan lại cầm lệnh bài có trách nhiệm với danh phận, danh phận là giềng mối của trời đất, là phù hiệu của thánh-nhân. Mở rộng giềng mối của trời đất, sử dụng phù hiệu của thánh-nhân thì tình hình của vạn-vật không thể chạy đâu được vậy.
漢 書 云 : 富 者 奢 侈 羨 溢 貧 者 窮 急 愁 苦 而 上 不 救 則 民 不 樂 生 民 不 樂 生 尚 不 避 死 安 能 避 罪 此 刑 罰 之 所 以 繁 而 姦 邪 不 可 勝 者 也 故 受 祿 之 家 食 祿 而 已 不 與 民 爭 業 然 後 利 可 均 布 而 民 可 家 足 也 此 上 天 之 理 而 太 古 之 道 天 子 之 所 宜 法 以 為 制 大 夫 之 所 當 循 以 為 行 也 。	Sách Hán Thư viết : Người giàu cuộc sống xa xỉ ham muốn quá mức, người nghèo đời sống cùng quẫn sầu khổ thế mà trên không cứu giúp thì dân không an vui sinh sống. Dân không an vui sinh sống thì đến cái chết còn không muốn tránh huống chi đến việc phòng tội ư ?, do đó hình-phạt làm ra nhiều mà việc gian-tà không thể ngưng vậy. Nên gia đình nhận được bổng lộc, người sống bằng bổng lộc không nên tranh giành sản nghiệp với dân, thì sau lợi ích được quân bình khắp và dân đủ nuôi sống gia đình vậy. Đó là lý của trời cao, là đạo của thời thái-cổ, thiên-tử nên học theo lấy phép đó làm thành thể chế, quan đại-phu cũng phải tuân thủ để làm thành hành vi của mình.
韓 子 云 : 凡 法 令 更 則 利 害 易 利 害 易 則 民 務 變 民 務 變 謂 之 變 業 故 以 理 觀 之 事 大 眾 而 數 搖 之 則 少 成 功 藏 大 器 而 數 徙 之 則 多 敗 傷 烹 小 鮮 而 數 橈 之 則 賊 其 宰 治 大 國 而 數 變 法 則 民 苦 之 是 以 有 道 之 君 貴 虛 靜 而 重 變 法 故 曰 治 大 國 者 若 烹 小 鮮 。	Sách Hàn Tử viết : Thường pháp-lệnh thay đổi thì hai mặt lợi hại cũng đổi theo. Hai mặt lợi hại đổi thì công việc của dân chuyển biến. Công việc của dân chuyển biến gọi là biến đổi nghề nghiệp. Nên lấy đạo lý để xem, thì công việc của đại chúng mà thay đổi nhiều lần thì ít khi thành công. Như cất giữ bảo vật mà nhiều lần di dời thì đa phần sẽ hư hỏng, khi nấu cá nhỏ mà nhiều lần khuấy đảo thì phá hỏng công của người đầu bếp. Trị một nước lớn mà nhiều lần biến đổi pháp lệnh thì dân khốn khổ. Vì thế vua biết đạo trị nước ắt sẽ quý sự an tĩnh mà thận trọng việc biến đổi pháp lệnh. Nên nói trị một nước lớn giống như việc nấu cá nhỏ.
禮 記 云 : 上 人 疑 則 百 姓 惑 下 難 知 則 君 長 勞 故 君 民 者 章 好 以 示 民 俗 慎 惡 以 御 民 之 淫 則 民 不 惑 矣 。	Sách Lễ Ký viết : Người trên nghi ngờ thì bách-tính mê hoặc, dưới khó nhận biết thì bậc quân-trưởng lao nhọc. Nên vua dân phải biểu dương những việc tốt để làm thay đổi nếp sống, thận trọng bài trừ việc ác để ngăn sự phóng túng thế thì dân không còn bị mê hoặc vậy.
禮 記 云 : 先 王 制 禮 也 以 節 事 脩 樂 以 導 志 故 觀 其 禮 樂 而 治 亂 可 知 。	Sách Lễ Ký viết : Tiên-vương chế lễ để tiết chế việc, sửa nhạc để dẫn chí. Nên xem đến lễ nhạc thì việc nước an trị hay loạn lạc có thể biết được.
孔 子 家 語 云 : 子 張 問 聖 人 之 所 以 教 孔 子 曰 師 乎 吾 語 汝 聖 人 明 於 禮 樂 舉 而 措 之 而 已 子 張 又 問 孔 子 曰 師 爾 以 為 必 布 几 筵 揖 讓 升 降 酌 獻 酬 酢 然 後 謂 之 禮 乎 爾 以 為 必 行 綴 兆 執 羽 籥 作 鐘 鼓 然 後 謂 之 樂 乎 言 而 可 履 禮 也 行 而 可 樂 樂 也 聖 人 力 此 二 者 以 恭 己 南 面 是 故 天 下 太 平 萬 國 順 服 百 官 乘 事 上 下 有 禮 也 。	Sách Khổng Tử Gia Ngữ viết : Thầy Tử-Trương hỏi thánh-nhân nguyên do gì đề xướng giáo dục. Đức Khổng-Tử đáp : Này Sư ! ta sẽ giảng cho trò. Thánh-nhân thông suốt lễ nhạc chỉ cất lên và bài ra mà thôi. Thầy Tử-Trương hỏi lại nữa. Đức Khổng-Tử đáp : này Sư, trò cho rằng trong buổi tiệc lớn nhất định phải bài bàn lớn, chủ khách chấp tay vái chào, cùng rót rượu chúc mừng như thế mọi gọi là lễ sao ?. Trò cho rằng nhất định vũ công phải xếp thành hàng lối, tay cầm quạt lông vũ và sáo thược, đánh chuông trống như thế mới gọi là nhạc sao ?. Nói mà có thể thi hành là lễ, thi hành mà có thể vui là nhạc. Bậc thánh-nhân dồn lực để làm hai việc đó, lấy mình cung kính mà ngồi quay về hướng nam trị lý, cho nên thiên-hạ thái-bình, vạn nước đế quy thuận, trăm quan dốc sức làm việc, trên dưới đều có lễ vậy.
左 傳 云 : 簡 子 曰 敢 問 何 謂 禮 對 曰 吉 也 聞 諸 先 大 夫 子 產 曰 夫 禮 天 之 經 地 之 義 民 之 行 天 地 之 經 而 民 實 則 之 則 天 之 明 因 地 之 性 生 其 六 氣 用 其 五 行 氣 為 五 味 發 為 五 色 章 為 五 聲 淫 則 昏 亂 民 失 其 性 是 故 為 禮 以 奉 之 。	Sách Giản Tử viết : Triệu-Giản-Tử nói : Xin hỏi thế nào là lễ ?. Tử-Thái-Thúc đáp : Cát tôi nghe trước kia quan đại-phu Tử-Sản nói lễ là đạo thường của trời, là phép tắc của đất, là hành vi của người. Nên lễ là đạo thường của trời đất mà người lấy đó làm chuẩn mực phép tắc. Theo phép tắc thì trời rõ ràng rồi dựa vào tính chất của đất.
傅 子 云 : 傅 子 曰 能 以 禮 教 興 天 下 者 其 知 大 本 之 所 立 乎 夫 大 本 者 與 天 地 並 存 與 人 道 俱 設 雖 蔽 天 地 不 可 以 質 文 損 益 變 也 大 本 有 三 一 曰 君 臣 以 立 邦 國 二 曰 父 子 以 定 家 室 三 曰 夫 婦 以 別 內 外 三 本 者 立 則 天 下 正 三 本 不 立 則 天 下 不 可 得 而 正 天 下 不 可 得 而 正 則 有 國 有 家 者 亟 亡 而 立 人 之 道 廢 矣 。	Sách Phó Tử viết : Phó-Tử nói : Có thế lấy lễ giáo để hưng thiên-hạ, người biết cái gốc lớn có thể làm được ư !. Cái gốc lớn đó với trời đất cùng tồn, với nhân-đạo xếp chung, dù trời đất bị che khuất cũng không thế lấy tính chất tăng giảm mà biến đổi cái gốc lớn ấy. Cái gốc lớn có 3 điều. Thứ nhất : vua tôi lấy để xây dựng đất nước, thứ hai : cha con lấy để an định nhà cửa, thứ ba : vợ chồng lấy để phân biệt trong ngoài. Ba gốc đó gây dựng thì thiên-hạ chánh, ba gốc đó không gây dựng thì thiên-hạ không thể được chánh.
淮 南 子 云 : 先 王 之 制 法 也 因 民 之 所 好 而 為 之 節 文 者 也 因 其 好 色 而 制 婚 姻 之 禮 故 男 女 有 班 因 其 好 音 而 正 雅 頌 之 聲 故 風 俗 不 流 因 其 寧 室 家 樂 妻 子 教 之 以 孝 故 父 子 有 親 因 其 喜 朋 友 而 教 之 以 悌 故 長 幼 有 序 然 後 脩 朝 聘 以 明 貴 賤 鄉 飲 習 射 以 明 長 幼 時 蒐 振 旅 以 習 用 兵 入 學 庠 序 以 脩 人 倫 此 皆 人 所 有 於 性 而 聖 人 所 匠 成 也 。	Thiên-hạ không thể được chánh thì người có nước có nhà sẽ suy vong mà đạo lý làm người cũng bị phế bỏ luôn vậy. Sách Hoài Nam Tử viết : Bậc tiên-vương đặt ra pháp-lệnh, nhân sự vui thích của người mà làm quy tắc để điều tiết hành vi. Nhân sự ham thích sắc đẹp để chế ra lễ hôn-nhân nên giữ nam nữ có phân biệt. Nhân sự ưa thích âm thanh mà làm chánh nhã nhạc, tụng nhạc nên phong-tục không bị suy đồi. Nhân làm yên ổn gia đình, vui lòng vợ con, lấy nết hiếu để giảng dạy nên cha con thân thiết. Nhân sự vui thích giữ bè bạn mà lấy nết đễ để giảng dạy nên lớn nhỏ có thứ tự. Rồi sau mới tu chính thêm lễ triều-sính để làm rõ danh phận sang hèn.
禮 記 云 : 子 曰 禮 者 何 也 即 事 之 治 也 治 國 而 無 禮 譬 猶 瞽 之 無 相 與 倀 倀 乎 其 何 之 譬 如 終 夜 有 求 幽 室 之 中 非 燭 何 以 見 之 若 無 禮 則 手 足 無 所 措 耳 目 無 所 加 進 退 揖 讓 無 所 制 是 故 以 之 居 處 長 幼 失 其 別 閨 門 三 族 失 其 和 朝 廷 官 爵 失 其 序 軍 旅 武 功 失 其 制 宮 室 失 其 度 量 喪 紀 失 其 哀 政 事 失 其 施 凡 眾 之 動 失 其 宜 。	Tu chính lễ dâng rượu ở làng, lễ tập bắn cung để làm rõ thứ bậc lớn nhỏ. Vào thời bình chấn chỉnh quân lữ, luyện tập quân đội. Cho người vào học ở các trường tường, trường tự để trao dồi nhân-luân (luân-thường). Các việc đó đều vốn có trong bản tính con người, mà bậc thánh-nhân chỉ là người thợ làm cho hoàn thiện thêm vậy. Sách Lễ Ký viết : Đức Khổng-Tử nói : Lễ là gì ? là sửa trị công việc vậy. Trị nước mà không lễ giống như kẻ mù loà không được giúp đỡ lông bông thì biết làm gì ?, giống như cả đêm tìm đồ trong phòng tối đen không có đèn đuốc thì lấy gì thấy ?, nếu không lễ thì tay chân không biết đặt đâu, tai mắt không nhận biết rõ, tiến lui hành lễ vái chào không phép tắc. Cho nên (không lễ) cư-xử lớn nhỏ mất đi sự phân biệt, chốn khuê-môn ba họ mất sự hoà hợp, chốn triều-đình quan-tước mất đi thứ tự, quân đội đánh trận mất đi phép tắc, cung-thất xây dựng mất đi sự đo lường, tang lễ mất đi sự đau buồn, việc chính-sự mất đi sự thực thi, đại khái tất cả hành động đều mất đi tính hài hoà.
禮 記 云 : 先 王 之 立 禮 也 有 本 有 文 忠 信 禮 之 本 義 理 禮 之 文 無 本 不 立 無 文 不 行 。	Sách Lễ Ký viết : Bậc tiên-vương lập ra lễ, có gốc ở trong, có văn vẻ ở ngoài. Trung-tín là gốc ở trong, nghĩa-lý là văn vẻ ở ngoài. Không có gốc ở trong thì không thể thiết lập, không có văn vẻ ở ngoài thì không thể thi hành.
毛 詩 云 : 相 鼠 有 皮 人 而 無 儀 人 而 無 儀 不 死 胡 為 相 鼠 有 體 人 而 無 禮 而 無 禮 胡 不 遄 死 。	Sách Mao Thi viết : Xem con chuột có da kia đó, thì sao người chẳng có lễ nghi ?, con người mà chẳng có lễ nghi, mà chẳng chết đi là tại làm sao ?. Xem con chuột có nguyên thân thể, thì người không có lễ nghi được sao ?, người không lễ nghi chút nào, tại sao chẳng chết mau cho rồi.
論 語 云 : 有 子 曰 禮 之 用 和 為 貴 先 王 之 道 斯 為 美 小 大 由 之 有 所 不 行 知 和 而 和 不 以 禮 節 之 亦 不 可 行 也 。	Sách Luận Ngữ viết : Thầy Hữu-Tử nói : Chổ dụng của lễ lấy hoà làm quý. Đạo lý của bậc tiên-vương lấy đó làm mọi người tốt đẹp hơn, cho dù là việc lớn hay nhỏ. Có những việc không thể làm, nhưng biết dùng nguyên tắc hoà để hoà hợp, nếu không lấy lễ đều tiết thì làm việc gì cũng không xong.
毛 詩 云 : 情 發 於 聲 聲 成 文 謂 之 音 治 世 之 音 安 以 樂 其 政 和 亂 世 之 音 怨 以 怒 其 政 乖 亡 國 之 音 哀 以 思 其 民 困 故 正 得 失 動 天 地 感 鬼 神 莫 近 於 詩 先 王 以 是 經 夫 婦 成 孝 敬 厚 人 倫 美 教 化 移 風 易 俗 。	Sách Mao Thi viết : Tình cảm phát ra thanh, thanh thành văn tự gọi là âm. Âm của thời thịnh trị, an ổn và vui sướng, nền chính trị hài hoà. Âm của thời loạn lạc, oán hận và tức giận, nền chính trị ngang trái. Âm của nước mất, bi ai và suy tư, dân chúng khổn khổ. Nên làm chánh sự được mất, chấn động trời đất, cảm ứng quỷ thần chẳng gì tốt hơn là thơ ca. Bậc tiên-vương lấy đó điều chỉnh đạo vợ chồng, thành tựu nết hiếu-kính, làm dầy dặn luân thường, tô đẹp việc giáo-hoá, thay đổi nếp sống cũ.
崔 寔 政 論 云 : 國 以 民 為 根 民 以 榖 為 命 命 盡 則 根 拔 根 拔 則 本 顛 。	Sách Thôi Thực Chính Luận viết : Nước lấy dân làm gốc rễ, dân lấy ngũ-cốc làm tính-mệnh. Tính-mệnh hết thì gốc rễ nhô lên, gốc rễ nhô lên thì gốc cây đỗ ngã.
傅 子 云 : 民 財 暴 賤 而 非 常 暴 貴 非 常 暴 貴 則 本 竭 而 末 盈 末 盈 本 竭 而 國 富 民 安 未 之 有 矣 。	Sách Phó Tử viết : Khi giá nông sản quá thấp mà giá các mặt hàng không thiết yếu quá cao. Giá các mặt hàng không thiết yếu cao thì nghề gốc (nông nghiệp) suy kiệt còn nghề ngọn (công thương nghiệp) tràn đầy. Nghề ngọn tràn đầy nghề gốc suy kiệt mà muốn nước giàu dân an là việc chưa từng có vậy.
漢 書 云 : 夫 珠 玉 金 銀 飢 不 可 食 寒 不 可 依 然 而 眾 貴 之 者 以 上 用 之 故 也 其 為 物 輕 微 易 臧 在 於 把 握 可 以 周 海 內 而 無 飢 寒 之 患 此 令 民 易 去 其 鄉 盜 賊 有 所 勸 亡 逃 者 得 輕 資 也 粟 米 布 帛 生 於 地 長 於 時 聚 於 力 非 可 一 日 成 也 數 石 之 重 中 人 不 勝 不 為 姦 邪 所 利 一 日 弗 得 而 飢 寒 至 是 故 明 君 貴 五 穀 而 賤 金 玉 。	Sách Hán Thư viết : Vàng bạc châu báu lúc đói không thể ăn, khi lạnh không thể mặc thế mà đại chúng quý nó, nguyên do tại trên sử dụng vậy. Vàng bạc châu báu chúng nhẹ nhỏ dễ cất giữ, khi cầm trong tay có thể chu du khắp nơi mà không lo sợ đói rét. Nhưng việc đó sẽ khiến người dân rời bỏ quê hương, thúc đẩy nạn trộm cướp, kẻ phạm tội đào tẩu có thể mang theo chúng dễ dàng vậy. Lúa gạo vải lụa sinh ra từ đất, sinh trưởng theo thời, kết tụ biết bao nhiêu sức lực của dân, không thể trong một ngày mà thành. Lúa gạo vải lụa mà nặng như đá thì người thường không nhấc nổi, thứ đó không phải là món lợi của kẻ gian-tà, nhưng trong một ngày không có thì đói rét liền đến. Cho nên bậc minh-quân quý trọng ngũ-cốc mà coi nhẹ vàng ngọc.
漢 書 云 : 欲 民 務 農 在 於 貴 粟 貴 粟 之 道 在 於 使 民 以 粟 為 賞 罰 今 募 天 下 入 粟 縣 官 得 以 拜 爵 得 以 除 罪 如 此 富 人 有 爵 農 民 有 錢 粟 有 所 渫 矣 夫 能 入 粟 以 受 爵 皆 有 餘 者 也 取 於 有 餘 以 供 上 用 則 貧 民 之 賦 可 損 所 謂 損 有 餘 補 不 足 令 出 而 民 利 者 也 順 於 民 心 所 補 者 三 一 曰 主 用 足 二 曰 民 賦 少 三 曰 勸 農 功 。	Sách Hán Thư viết : Muốn dân lo nghề nông thì quý trọng lúa gạo, đạo lý quý trọng lúa gạo ở chổ khiến dân lấy lúa gạo làm tiêu chí ấn định thưởng phạt. Nay ban bố rộng cho người thiên-hạ biết chỉ cần đóng góp lúa gạo cho huyện-quan thì được phong tước vị, được miễn trừ tội trạng. Thế thì người giàu được tước vị, nông-dân được tiền của, lúa gạo được phân tán khắp nơi. Thường người đóng góp lúa gạo để nhận tước vị đều có dư thừa lúa gạo, lấy chổ dư thừa đó để cung ứng lên trên chi dùng, thì thuế của dân nghèo được giảm đi. Đó gọi là “bớt chổ dư bù chổ thiếu”, mệnh lệnh đó được ban bố thì lợi dân vậy. Việc đó thuận theo lòng dân và giúp ích ba việc : thứ nhất vua chi dụng đủ, thứ hai thuế dân ít, thứ ba khuyến khích sản xuất nông nghiệp.
抱 朴 子 云 : 抱 朴 子 曰 民 財 匱 矣 而 求 不 已 下 力 極 矣 而 役 不 休 欲 怨 歡 之 不 生 規 其 寧 之 惟 永 猶 斷 根 以 續 枝 剜 背 以 裨 腹 刻 目 以 廣 明 割 耳 以 開 聰 也 。	Sách Bão Phác Tử viết : Bão-Phác-Tử nói : Dân thiếu tiền của vậy mà còn đòi hỏi không thôi. Sức dân cạn kiệt vậy mà bắt đi lao dịch không nghĩ. Dân muốn oán hận, vui mừng còn không cho phát sinh, thế mà cứ mưu toan được yên ổn lâu dài, việc đó khác gì chặt gốc cây để nối cành, khoét lưng để bù vào bụng, mốc mắt để nhìn sáng hơn, cắt tai để nghe rõ hơn.
