第 一 篇 君 道	THIÊN THỨ 1 : QUÂN ĐẠO
漢 書 云 : 眾 賢 和 於 朝 則 萬 物 和 於 野 故 四 海 之 內 靡 不 和 寧 。	Sách Hán Thư viết : Nhiều người hiền ở triều-đình hòa thì vạn vật hòa đến chốn thôn dã.
申 鑒 云 : 君 臣 親 而 有 禮 百 僚 和 而 不 同 讓 而 不 爭 勤 而 不 怨 無 事 唯 職 是 司 此 治 國 之 風 也 。	Sách Thân Giám viết : Vua tôi thân thiết mà có lễ, trăm quan hòa thuận mà không đồng, khiêm nhường mà không tranh, chăm chỉ mà không oán, không việc nhưng biết được chức trách, đó là phong hóa của việc trị nước.
後 漢 書 云 : 古 之 進 者 有 德 有 命 今 之 進 者 唯 財 與 力 。	Thời nay người ra làm quan chỉ tiền và thế lực.
周 易 云 : 上 慢 下 暴 盜 思 伐 之 矣 慢 藏 誨 盜 治 容 誨 淫 。	Sách Chu Dịch viết : Trên ngạo mạng, dưới thô bạo giặc cướp nghĩ đến đánh dẹp.
中 論 云 : 民 之 過 在 於 哀 死 而 不 愛 生 悔 往 而 不 慎 來 善 語 乎 已 然 好 爭 乎 遂 事 墮 今 日 而 懈 於 後 旬 如 斯 以 及 於 老 。	Cái tốt cho là hiển nhiên, thích cạnh tranh cho mau xong việc, sa đọa trong ngày hôm nay mà biếng nhác việc sang tuần, cứ làm như thế cho đến già.
後 漢 書 云 : 黃 石 公 記 曰 柔 能 制 剛 弱 能 制 強 柔 者 德 也 剛 者 賊 也 弱 者 仁 之 助 也 強 者 怨 之 歸 也 舍 近 謀 遠 者 勞 而 無 功 舍 遠 謀 近 者 逸 而 有 終 逸 政 多 忠 臣 勞 政 多 亂 民 故 曰 務 廣 地 者 荒 務 廣 德 者 強 有 其 有 者 安 貪 人 有 者 殘 殘 滅 之 政 雖 成 必 敗 。	Sách Hậu Hán Thư viết : Sách Hoàng Thạch Công Ký viết : “mềm yếu có thể khắc chế cứng rắn, yếu kém có thể khắc chế mạnh mẽ.” Mềm yếu là đức, cứng rắn là giặc, yếu kém có người nhân trợ giúp, mạnh mẽ nhiều oán hận tìm đến.
孝 經 云 : 子 曰 五 刑 之 屬 三 千 而 罪 莫 大 於 不 孝 要 君 者 無 上 非 聖 人 者 無 法 非 孝 者 無 親 此 大 亂 之 道 也 。	Sách Mạnh Tử viết : Trên dưới đua nhau tranh lợi thì quốc gia nguy vong.
孟 子 云 : 上 下 交 征 利 而 國 危 矣 。	Sách Khổng Tử Gia Ngữ viết : Vua Lỗ Ai-Công hỏi đức Khổng-Tử rằng : Quả-nhân nghe tăng thêm nhà về phía đông thì không tốt lành việc đó có đáng tin không ?.
孔 子 家 語 云 : 夫 君 者 舟 也 民 者 水 也 水 所 以 載 舟 亦 所 以 覆 舟 君 以 此 思 危 則 危 可 知 矣 。	Sách Khổng Tử Gia Ngữ viết : Vua như thuyền, dân như nước.
晉 書 云 : 天 子 之 子 不 患 不 富 貴 不 患 人 不 敬 畏 患 於 驕 盈 不 聞 其 過 不 知 稼 穡 之 艱 難 耳 至 於 甚 者 乃 不 知 名 六 畜 可 不 勉 哉 。	Sách Mạnh Tử viết : Thầy Mạnh-Tử nói : mắt sáng của ông Ly-Lâu và sự khéo tay của ông Chu-Công-Ban (Lỗ-Ban) nếu không dùng đến thước vuông, thước tròn thì không thể nào làm nên món đồ vuông tròn được.
孟 子 云 : 孟 子 曰 離 婁 子 之 明 公 輸 子 之 巧 不 以 規 矩 不 能 成 方 圓 師 曠 之 聰 不 以 六 律 不 能 正 五 音 堯 舜 之 道 不 以 仁 政 不 能 平 治 天 下 故 曰 徒 善 不 足 以 為 政 徒 法 不 能 以 自 行 。	Đôi tai thính của sư Khoáng, nếu không dùng sáu luật (âm dương của âm thanh), thì không thể nào nghe rõ năm nốt nhạc (ngũ cung) được. Đạo của vua Nghiêu, vua Thuấn nếu không lấy lòng nhân làm chính trị thì không thể làm thiên-hạ thái bình an trị được.
六 韜 云 : 文 王 問 太 公 曰 君 國 主 民 者 其 所 以 失 之 者 何 也 太 公 曰 不 慎 所 與 也 人 君 有 六 守 三 寶 六 守 者 一 曰 仁 二 曰 義 三 曰 忠 四 曰 信 五 曰 勇 六 曰 謀 是 謂 六 守 文 王 曰 慎 擇 此 六 者 奈 何 太 公 曰 富 之 而 觀 其 無 犯 貴 之 而 觀 其 無 驕 付 之 而 觀 其 無 轉 使 而 觀 其 無 隱 危 之 而 觀 其 無 恐 事 之 而 觀 其 無 窮 富 之 而 不 犯 者 仁 也 貴 之 而 不 驕 者 義 也 付 之 而 不 轉 者 忠 也 使 之 而 不 隱 者 信 也 危 之 而 不 恐 者 勇 也 事 之 而 不 窮 者 謀 也 人 君 慎 此 六 者 以 為 君 用 君 無 以 三 寶 借 人 以 三 寶 借 人 則 君 將 失 其 威 大 農 大 工 大 商 謂 之 三 寶 六 守 長 則 國 昌 三 寶 完 則 國 安 。	Giàu có mà không phạm lỗi là nhân, sang trọng mà không kiêu ngạo là nghĩa, giao phó công việc mà không dời đổi là trung, đi sứ mà không che dấu là tín, gặp nguy hiểm mà không sợ là dũng, làm việc mà không cùng quẫn là mưu.
晏 子 云 : 景 公 問 晏 子 曰 臨 國 蒞 民 所 患 何 也 對 曰 所 患 者 三 忠 臣 不 信 一 患 也 信 臣 不 忠 二 患 也 君 臣 異 心 三 患 也 是 以 明 君 居 上 無 忠 而 不 信 無 信 而 不 忠 者 是 故 君 臣 無 獄 而 百 姓 無 恐 也 。	Người làm vua thận trọng 6 điều đó, lấy đó để chọn lựa người. Vua không lấy 3 bảo vật cho người mượn, lấy 3 bảo vật cho người mượn thì vua sẽ mất hết quyền uy, đại-nông, đại-công, đại-thương là 3 bảo vật.
墨 子 云 : 子 墨 子 曰 國 有 七 患 七 患 者 何 城 郭 溝 池 不 可 守 而 治 宮 室 一 患 也 邊 國 至 境 四 鄰 莫 救 二 患 也 先 盡 民 力 無 用 之 功 賞 賜 無 能 之 人 三 患 也 仕 者 持 祿 遊 者 憂 佼 君 脩 法 討 臣 臣 懾 而 不 敢 咈 四 患 也 君 自 以 為 聖 智 而 不 問 事 自 以 為 安 強 而 無 守 備 五 患 也 所 信 者 不 忠 所 忠 者 不 信 六 患 也 蓄 種 菽 粟 不 足 以 食 之 大 臣 不 足 以 事 之 賞 賜 不 能 喜 誅 罰 不 能 威 七 患 也 以 七 患 居 國 必 無 社 稷 以 七 患 守 城 敵 至 國 傾 七 患 之 所 當 國 必 有 殃 。	Thứ sáu là đam mê nữ-nhạc không chú ý việc trị quốc là cái lỗi của việc mất nước.
韓 子 云 : 十 過 一 曰 行 小 忠 則 大 忠 之 賊 也 二 曰 顧 小 利 則 大 利 之 殘 也 三 曰 行 僻 自 用 無 禮 諸 侯 則 亡 身 之 至 也 四 曰 不 務 聽 治 而 好 五 音 則 窮 身 之 事 也 五 曰 貪 愎 喜 利 則 滅 國 殺 身 之 本 也 六 曰 耽 於 女 樂 不 顧 國 政 則 亡 國 之 過 也 七 曰 離 內 遠 遊 忽 於 諫 士 則 危 身 之 道 也 八 曰 過 而 不 聽 於 忠 臣 而 獨 行 其 意 則 滅 高 名 為 人 笑 之 始 也 九 曰 內 不 量 力 外 恃 諸 侯 則 削 國 之 患 也 十 曰 國 小 無 禮 不 用 諫 臣 則 絕 世 之 勢 也 。	Thứ bảy là rời xa chốn triều nội mà đi du ngoạn xa, sao nhãng lời khuyên của kẻ sĩ là con đường hại thân. Thứ tám là có lỗi mà chẳng lắng nghe trung-thần, thích tự làm theo ý mình là khởi đầu của việc mất đi thanh danh cao quý và bị người cười chê.
呂 氏 春 秋 云 : 故 禮 煩 則 不 莊 業 眾 則 無 功 令 苛 則 不 聽 禁 多 則 不 行 。	Sách Lã Thị Xuân Thu viết : Nên lễ phiền toái thì không trang nghiêm, sự nghiệp nhiều thì vô công, mệnh lệnh hà khắc thì không ai nghe theo, lệnh cấm nhiều thì không thi hành được.
孔 子 家 語 云 : 鳥 窮 則 噣 獸 窮 則 攫 人 窮 則 詐 馬 窮 則 逸 自 古 及 今 未 有 窮 其 下 而 能 無 危 者 也 。	Sách Luận Ngữ viết : Đức Khổng-Tử nói : Người quân-tử có 3 đều răn phòng.
論 語 云 : 孔 子 曰 君 子 有 三 戒 少 之 時 血 氣 未 定 戒 之 在 色 及 其 壯 也 血 氣 方 剛 戒 之 在 鬥 及 其 老 也 血 氣 既 衰 戒 之 在 得 。	Lúc thiếu thời huyết khí chưa ổn định phòng sắc dục, đến lúc tráng niên huyết khí đang mạnh thì phòng tranh đấu, đến khi già huyết khí đã suy yếu phòng tính tham tiếc.
晉 書 云 : 古 人 闔 棺 之 日 然 後 誄 行 不 以 前 善 沒 後 惡 也 。	Sách Trung Luận viết : Người có chức vị như khung cửi tạo dựng đức hạnh.
申 鑒 云 : 君 子 有 三 鑒 鑒 乎 前 鑒 乎 人 鑒 乎 鏡 前 惟 訓 人 惟 賢 鏡 惟 明 。	Người có quyền thế như thoi dệt để hành việc nghĩa.
中 論 云 : 位 也 者 立 德 之 機 也 勢 也 者 行 義 之 杼 也 聖 人 蹈 機 握 杼 織 成 天 地 之 化 使 萬 物 順 焉 人 倫 正 焉 。	Bậc thánh-nhân chân đạp khung cửi, tay nắm con thoi nên dệt thành sự giáo hóa trong trời đất, khiến vạn vật thuận theo, nhân-luân được chánh đáng vậy.
文 子 云 : 故 聖 人 深 居 以 避 害 靜 默 以 待 時 小 人 不 知 禍 福 之 門 動 作 而 陷 於 刑 雖 曲 為 之 備 不 足 以 全 身 。	Sách Văn Tử viết : Nên bậc thánh-nhân ẩn cư để tránh tai họa, yên lặng trầm mặc để chờ thời. Kẻ tiểu-nhân không biết cánh cửa của họa phúc, làm gì cũng bị hình phạt, dù hết sức uyển chuyển để phòng bị cũng không đủ để bảo toàn thân mạng.
論 語 云 : 孔 子 曰 君 子 有 九 思 視 思 明 聽 思 聰 色 思 溫 貌 思 恭 言 思 忠 事 思 敬 疑 思 問 忿 思 難 見 得 思 義 。	Sách Luận Ngữ viết : Đức Khổng-Tử nói : Người quân-tử có 9 điều cần nghĩ đến. (1) Nhìn nghĩ đến rõ ràng, (2) nghe nghĩ đến thông suốt, (3) sắc mặt nghĩ đến ôn hòa, (4) dung mạo nghĩ đến khiêm cung, (5) nói năng nghĩ đến hết lòng, (6) làm việc nghĩ đến cung kính, (7) nghi vấn nghĩ đến hỏi, (8) lúc giận nghĩ đến hoạn nạn, (9) thấy có được nghĩ đến đạo nghĩa.
曾 子 云 : 君 子 博 學 而 淺 守 之 微 言 而 篤 行 之 行 欲 先 人 言 欲 後 人 見 利 思 辱 見 難 思 詬 嗜 欲 思 恥 忿 怒 思 患 君 子 終 身 守 此 戰 戰 也 。	Hành động định liệu trước thì không hổ thẹn, đường lối định liệu trước thì không cùng đường.
論 語 云 : 子 曰 君 子 欲 訥 於 言 而 敏 於 行 。	Sách Luận Ngữ viết : Thầy Tử-Hạ làm quan Tể đất Cử-Phụ hỏi việc chính trị.
孔 子 家 語 云 : 凡 事 豫 則 立 不 豫 則 廢 言 前 定 則 不 跲 事 前 定 則 不 困 行 前 定 則 不 疚 道 前 定 則 不 窮 。	Đức Khổng-Tử nói : Không tham nhanh, không thấy lợi nhỏ.
論 語 云 : 子 夏 為 莒 父 宰 問 政 子 曰 毋 欲 速 毋 見 小 利 欲 速 則 不 達 見 小 利 則 大 事 不 成 。	Tham nhanh thì không thông đạt, thấy lợi nhỏ thì việc lớn không thành.
晏 子 云 : 嬰 聞 一 心 可 以 事 百 君 三 心 不 可 以 事 一 君 故 三 君 之 心 非 一 心 也 而 嬰 之 心 非 三 心 也 。	Nên thấy dẫu lòng của ba vị vua không đồng một tâm mà lòng dạ Yến-Anh này không ba tâm hai ý vậy.
禮 記 云 : 國 無 九 年 之 蓄 曰 不 足 無 六 年 之 蓄 曰 急 無 三 年 之 蓄 曰 國 非 其 國 也 三 年 耕 必 有 一 年 之 食 九 年 耕 必 有 三 年 之 食 以 三 十 年 之 通 雖 有 凶 旱 水 溢 民 無 菜 色 然 後 天 子 食 日 舉 為 樂 。	Sách Lễ Ký viết : Quốc gia không tích trữ lương thực dùng trong 9 năm thì gọi là không đủ, không tích trữ lương thực dùng trong 6 năm thì gọi là nguy cấp, không tích trữ lương thực dùng trong 3 năm thì gọi là quốc gia không còn là quốc gia nữa. Cày ruộng trong ba năm ắt có dư lương thực dùng trong 1 năm, cày ruộng trong 9 năm ắt có dư lương thực dùng trong 3 năm.
晏 子 云 : 詩 曰 靡 不 有 初 鮮 克 有 終 不 能 終 善 者 不 遂 其 國 。	Sách Yến Tử viết : Kinh Thi viết : “Lúc ban đầu ai không theo, nhưng ít người theo đến cùng”.
周 易 云 : 蒙 以 養 正 聖 功 也 。	Sách Chu Dịch viết : Trẻ nhỏ được bồi dưỡng sự chánh đáng là công lao thần thánh.
文 子 云 : 治 身 太 上 養 神 其 次 養 形 神 清 意 平 百 節 皆 寧 養 生 之 本 也 肥 肌 膚 充 腹 腸 開 嗜 欲 養 生 之 末 也 。	Sách Văn Tử viết : Cao nhất của việc sửa mình là dưỡng tinh thần, kế đến là dưỡng hình hài.
昌 言 云 : 和 神 氣 懲 思 慮 避 風 濕 節 飲 食 適 嗜 欲 此 壽 考 之 方 也 。	Tinh thần trong sạch, ý chí bình hòa thì trăm cơ quan đều khỏe mạnh đó là căn gốc của việc dưỡng-sinh vậy.
漢 書 云 : 古 者 衣 服 車 馬 貴 賤 有 章 以 褒 有 德 而 別 尊 卑 今 上 下 僭 差 人 人 自 制 是 故 貪 財 趍 利 不 畏 死 亡 周 之 所 以 能 致 治 刑 措 而 不 用 者 以 其 禁 邪 於 冥 冥 絕 惡 於 未 萌 也 。	Còn vẻ béo mập da thịt, ăn uống đầy đủ dinh dưỡng, mở ra sự ham muốn đó là cành ngọn của việc dưỡng-sinh vậy. Sách Xương Ngôn viết : Đều hòa thần khí, tránh lo âu để phòng bệnh phong-thấp, hạn chế ăn uống quá độ, điều tiết lòng ham muốn.
政 要 論 云 : 且 夫 閉 情 無 欲 者 上 也 咈 心 消 除 者 次 之 昔 帝 舜 藏 黃 金 於 嶄 巖 之 山 抵 珠 玉 於 深 川 之 底 及 儀 狄 獻 旨 酒 而 禹 甘 之 於 是 疏 遠 儀 狄 純 上 旨 酒 此 能 閉 情 於 無 欲 者 也 。	Đó là phương pháp để trường thọ vậy. Sách Hán Thư viết : Thời xưa quần áo, xe ngựa, sang hèn đều rõ ràng việc đó để khen thưởng người đức độ và phân biệt cao thấp.
抱 朴 子 云 : 抱 朴 子 曰 三 辰 蔽 於 天 則 清 景 闇 於 地 根 茇 蹶 於 此 則 柯 條 瘁 於 彼 道 失 於 近 則 禍 及 於 遠 政 繆 於 上 而 民 困 於 下 。	Nhà Chu sở dĩ đạt đến thịnh trị là có hình phạt mà không dùng đến, cấm việc gian tà khi nó còn mù mờ, cắt đứt việc ác khi chúng chưa phát sinh vậy. Sách Chính Yếu Luận viết : Vả chăng người khép lại tình cảm không dục vọng là bậc thượng, làm trái lòng mình để tiêu-trừ dục vọng là bậc kế.
毛 詩 云 : 親 親 以 睦 友 賢 不 棄 不 遺 故 舊 則 民 德 歸 厚 矣 。	Sách Mao Thi viết : Yêu cha mẹ để hòa mục, kết bạn hiền không quên đi, không bỏ rơi bậc cố cựu thì đạo đức dân chúng càng thuần hậu vậy.
魏 志 云 : 使 天 下 皆 背 道 而 趨 利 則 人 主 之 所 最 病 者 。	Người mà lòng dạ luôn nhớ đến lợi thì đó là nguyên nhân khiến việc tốt mất đi vậy.
傅 子 云 : 若 夫 商 韓 孫 吳 知 人 性 之 貪 得 樂 進 而 不 知 兼 濟 其 善 於 是 束 之 以 法 要 之 以 功 使 下 唯 力 是 恃 唯 爭 是 務 恃 力 務 爭 至 有 探 湯 赴 火 而 忘 其 身 者 好 利 之 心 獨 用 也 人 懷 好 利 之 心 則 善 端 沒 矣 。	Sách Quản Tử viết : Làm Vua nên xem xét ba điều.
管 子 云 : 君 之 所 審 者 三 一 曰 德 不 當 其 位 二 曰 功 不 當 其 祿 三 曰 能 不 當 其 官 此 三 本 者 治 亂 之 原 也 。	Ba điều căn gốc ấy là nguyên nhân của an trị hay loạn lạc. Sách Điển Ngữ viết : Việc thịnh trị hay loạn lạc của thế gian, việc an nguy của quốc gia không phải do nguyên nhân nào khác.
典 語 云 : 夫 世 之 治 亂 國 之 安 危 非 由 他 也 俊 乂 在 官 則 治 道 清 奸 佞 干 政 則 禍 亂 作 故 王 者 任 人 不 可 不 慎 也 。	Người tài đức làm quan thì đường lối cai trị sáng rõ, kẻ gian nịnh chen vào việc chính trị thì gây tai họa loạn lạc. Nên vua giao trách nhiệm cho người không thể không thận trọng vậy.
毛 詩 云 : 亂 之 初 生 僭 始 既 涵 亂 之 又 生 君 子 信 讒 君 子 信 盜 亂 是 用 暴 盜 言 孔 甘 亂 是 用 餤 。	Vua tin theo kẻ gian nịnh, thì loạn lạc càng mạnh bạo.
孫 卿 子 云 : 政 險 失 民 田 薉 稼 惡 糴 貴 民 饑 道 路 有 死 人 夫 是 之 謂 人 妖 也 政 令 不 明 舉 措 不 時 本 事 不 理 夫 是 之 謂 人 妖 也 禮 儀 不 修 外 內 無 別 男 女 淫 亂 父 子 相 疑 上 下 乖 離 寇 難 日 至 夫 是 之 謂 人 妖 也 三 者 錯 無 安 國 矣 其 說 甚 邇 其 災 甚 慘 。	Lời của kẻ gian nịnh ngọt, thì loạn lạc càng dâng cao. Sách Tôn Khanh Tử viết : Nền chính trị gian hiểm thì mất dân, ruộng hoang thì lúa xấu, thóc gạo giá cao thì dân đói, trên đường lộ có người chết việc như thế gọi là chuyện quái dị của con người.
韓 子 云 : 古 之 人 目 短 於 自 見 故 以 鏡 觀 面 智 短 於 自 知 故 以 道 正 己 目 失 鏡 則 無 以 正 鬚 眉 身 失 道 則 無 以 知 迷 惑 。	Người trí tuệ kém cũng tự biết nên lấy đạo đức làm chánh chính mình. Mắt không gương soi thì lấy gì sửa râu tóc, bản thân đánh mất đạo đức thì không biết được sự mê hoặc.
論 語 云 : 子 曰 由 汝 聞 六 言 六 蔽 乎 對 曰 未 居 吾 語 汝 好 仁 不 好 學 其 蔽 也 愚 好 智 不 好 學 其 蔽 也 蕩 好 信 不 好 學 其 蔽 也 賊 好 直 不 好 學 其 蔽 也 絞 好 勇 不 好 學 其 蔽 也 亂 好 剛 不 好 學 其 蔽 也 狂 。	Thích cương quyết mà không hiếu học là 1 điều che lấp thì chỉ làm ta ngông cuồng thêm.
韓 詩 外 傳 云 : 孔 子 曰 士 有 五 有 埶 尊 貴 者 有 家 富 厚 者 有 資 勇 悍 者 有 心 智 慧 者 有 貌 美 好 者 埶 尊 貴 不 以 愛 民 行 義 理 而 反 以 暴 傲 家 富 厚 不 以 振 窮 救 不 足 而 反 以 侈 靡 無 度 資 勇 悍 不 以 衛 上 攻 戰 而 反 以 侵 凌 私 鬥 心 智 慧 不 以 端 計 數 而 反 以 事 奸 飾 詐 貌 美 好 不 以 統 朝 蒞 民 而 反 以 蠱 女 從 欲 此 五 者 所 謂 士 失 其 美 質 也 。	Sách Hàn Thi Ngoại Truyện viết : Đức Khổng-Tử nói : kẻ sĩ có 5 hình thế : địa vị tôn quý, gia cảnh giàu có, có lòng dũng cảm cứu giúp, tâm có trí huệ, có dung mạo đẹp đẽ. Như thế địa vị tôn quý thì họ không lấy việc yêu dân để hành nghĩa lý mà trái lại lấy ngạo mạn và hung bạo vậy.
魏 志 云 : 動 則 三 思 慮 而 後 行 重 慎 出 入 以 往 鑒 來 言 之 若 輕 成 敗 甚 重 。	Sách Ngụy Chí viết : Xem việc thành bại đã qua, thì thấy rõ việc tốt xấu của tương lai.
魏 志 云 : 覽 往 事 之 成 敗 察 將 來 之 吉 凶 未 有 干 名 要 利 欲 而 不 厭 而 能 保 世 持 家 永 全 福 祿 者 也 。	Chưa từng có việc người cầu danh trục lợi vì dục vọng không chán mà có thể bảo toàn gia đạo lâu dài và hưởng phúc lộc lâu bền.
鬻 子 云 : 周 公 曰 吾 聞 之 於 政 也 知 善 不 行 者 則 謂 之 狂 知 惡 不 改 者 則 謂 之 惑 夫 狂 與 惑 者 聖 王 之 戒 也 。	Sách Dục Tử viết : Chu-Công nói : Ta nghe việc chính trị biết tốt mà không làm thị gọi là cuồng vọng, biết xấu mà không sửa đổi thì gọi là mê hoặc.
吳 志 云 : 昔 桀 紂 滅 由 妖 婦 幽 厲 亂 在 嬖 妾 先 帝 覽 之 以 為 身 戒 故 左 右 不 置 婬 邪 之 色 後 房 無 曠 積 之 女 。	Thường sự cuồng vọng và mê hoặc bậc thánh-vương nên răn phòng. Sách Ngô Chí viết : Xưa vua Kiệt, vua Trụ bị diệt vì người đàn bà đẹp.
潛 夫 論 云 : 夫 與 死 人 同 病 者 不 可 生 也 與 亡 國 同 行 者 不 可 存 也 豈 虛 言 哉 何 以 知 人 且 病 以 其 不 嗜 食 也 何 以 知 國 之 將 亂 以 其 不 嗜 賢 也 。	Sách Tiềm Phu Luận viết : Đồng bệnh với người chết thì không thể sống, đồng hành vi làm mất nước thì không thể tồn tại. Há là lời hư vô ư ! .
孫 卿 子 云 : 國 得 百 姓 之 力 者 富 得 百 姓 之 死 者 強 得 百 姓 之 譽 者 榮 三 得 者 具 而 天 下 歸 之 三 得 者 亡 而 天 下 去 之	Đủ ba điều ấy thì người thiên-hạ quy thuận, mất ba điều ấy thì người thiên-hạ bỏ đi.
六 韜 云 : 為 雕 文 刻 鏤 技 巧 華 飾 以 傷 農 事 王 者 必 禁 之 。	Sách Lục Thao viết : Làm đồ điêu khắc hoa văn, trang hoàng vật tinh xảo mỹ lệ gây hại đến việc nông sự, người làm vua ắt sẽ nghiêm cấm.
文 子 云 : 凡 人 之 道 心 欲 小 志 欲 大 智 欲 圓 行 欲 方 能 欲 多 事 欲 少 。	Sách Văn Tử viết : Phàm đạo của con người, lòng muốn thì nhỏ, chí hướng muốn lớn, hiểu biết muốn viên mãn, hành động muốn vuông vắn, năng lực muốn nhiều, việc muốn ít.
晏 子 云 : 溺 者 不 問 隧 迷 者 不 問 路 譬 之 猶 臨 難 而 遽 鑄 兵 噎 而 遽 掘 井 雖 速 亦 無 及 。	Sách Yến Tử viết : Kẻ chết đuối là do không hỏi chổ hiểm yếu, người đi lạc vì không hỏi đường. Thí như việc gặp nạn giặc mà vội đúc binh khí, khát nước mới lo đi đào giếng.
慎 子 云 : 故 舉 重 越 高 者 不 慢 於 藥 愛 赤 子 者 不 慢 於 保 絕 險 歷 遠 者 不 慢 於 御 此 得 助 則 成 釋 助 則 廢 矣 。	Sách Tân Ngữ viết : Bậc thánh-nhân ở trên cao thì lấy nhân-nghĩa làm tổ, gặp nguy hiểm gian nan thì lấy người hiền làm gậy.
新 語 云 : 聖 人 居 高 處 上 則 以 仁 義 為 巢 乘 危 履 傾 則 以 聖 賢 為 杖 故 高 而 不 墜 危 而 不 仆 。	Nên họ ở trên cao mà không rơi, gặp nguy hiểm mà không chết.
鹽 鐵 論 云 : 地 廣 而 不 德 者 國 危 兵 強 而 凌 敵 者 身 亡 虎 兕 相 搏 而 螻 蟻 得 志 兩 敵 相 機 而 匹 夫 乘 閑 是 以 聖 王 見 利 慮 害 見 遠 存 近 。	Sách Diêm Thiết Luận viết : Vua đất rộng mà không có đức thì nước nguy, quân đội hùng mạnh mà phát động xâm lược thì mất thân. Hổ tê-giác đánh nhau mà loài trùng kiến đắc-chí, hai bênh đánh nhau là dịp mà kẻ thất-phu thừa cơ trục lợi.
政 要 論 云 : 服 一 綵 則 念 女 功 之 勞 御 一 榖 則 恤 農 夫 之 勤 決 不 聽 之 獄 則 懼 刑 之 不 中 進 一 士 之 爵 則 恐 官 之 失 賢 賞 毫 氂 之 善 必 有 所 勸 罰 纖 芥 之 惡 必 有 所 沮 。	Sách Chính Yếu Luận viết : Mặc một chiếc áo đẹp thì nhớ công người nữ dệt lao nhọc, ăn một hạt gạo thì thương người nông-phu cần khổ, sử vụ án còn khuyết chưa định tội thì lo sợ hình phạt không trúng, tiến cử một kẻ sĩ nhận tước vị thì sợ sệt người hiền mất đi vì chức quan đó, khen thưởng việc tốt nho nhỏ thi ắt phải khuyến khích làm thêm, phạt một tội xấu nhỏ nhặt thì ắt phải răn không cho tái phạm.
淮 南 子 云 : 事 者 難 成 而 易 敗 也 名 者 難 立 而 易 廢 也 千 里 之 堤 以 螻 蟻 之 穴 漏 百 尋 之 屋 以 突 隙 之 煙 焚 。	Sách Hoài Nam Tử viết : Công việc thì khó thành mà dễ thất bại, danh tiếng thì khó dựng mà dễ mất đi.
尚 書 云 : 慎 厥 終 惟 其 始 殖 有 禮 覆 昏 暴 欽 崇 天 道 永 保 天 命 。	Sách Yến Tử viết : Người có thể bảo vệ quốc-gia lâu dài thì có thể làm tốt đến chung cuộc.
尚 書 云 : 無 安 厥 位 惟 危 慎 終 於 始 。	Chư-hầu tương đương nhau có thể làm tốt đến chung cuộc thì làm người đứng đầu.
晏 子 云 : 能 長 保 國 者 能 終 善 者 也 諸 侯 並 立 能 終 善 者 為 長 列 士 並 立 能 終 善 者 為 師 。	Bậc liệt-sĩ tương đương nhau có thể làm tốt đến chung cuộc thì làm thầy.
周 易 云 : 勞 謙 君 子 有 終 吉 。	Sách Chu Dịch viết : Người quân-tử lao nhọc mà khiêm tốn thì chung cuộc tốt lành.
抱 朴 子 云 : 夫 酒 醴 之 近 味 生 病 之 毒 物 無 豪 鋒 之 細 益 有 丘 山 之 巨 損 。	Sách Bão Phác Tử viết : Rượu nếp mùi vị rất ngon nhưng uống nhiều sinh độc thành bệnh, nó không có một chút lợi ích nhỏ nào mà tổn lại hại lớn như gò núi.
尸 子 云 : 夫 禍 之 始 也 猶 熛 火 蘖 足 也 易 止 也 及 其 措 於 大 事 雖 孔 子 墨 翟 之 賢 夫 能 救 也 。	Sách Chu Dịch viết : (Quẻ Thủy Hỏa Ký Tế) Tượng viết : Nước ở trên lửa là quẻ Ký-Tế.
周 易 云 : 象 曰 水 在 火 上 既 濟 君 子 以 思 患 而 豫 防 之 。	Người quân-tử coi đó nghĩ đến hoạn nạn mà dự phòng.
漢 書 云 : 自 古 及 今 未 有 不 亡 之 國 也 故 常 戰 憟 不 敢 諱 亡 孔 子 所 謂 富 貴 無 常 蓋 謂 此 也 。	Đức Khổng-Tử nói cái gọi là “giàu sang vô thường”, có lẽ nói về việc đó.
尸 子 云 : 屋 焚 而 人 救 之 則 知 德 之 年 老 者 使 塗 隙 戒 突 故 終 身 無 失 火 之 患 而 不 知 德 也 入 於 囹 圄 解 於 患 難 者 則 三 族 德 之 教 之 以 仁 義 慈 悌 則 終 身 無 患 而 莫 之 德 夫 禍 亦 有 突 賢 者 行 天 下 而 務 塞 之 則 天 下 無 兵 患 矣 而 莫 之 知 德 也 故 曰 聖 人 治 於 神 愚 人 爭 於 神 也 。	Sách Thi Tử viết : Người giúp chữa cháy thì biết ơn đức, chứ bậc lão-niên khuyên dời củi lửa thì suốt đời không gặp nạn hỏa hoạn thì không biết ân đức. Rơi vào cảnh tù tội được người giải cứu khỏi nạn thì ba họ nhớ ân đức, chứ có người dạy lấy nhân-nghĩa từ-ái hiếu-đễ để suốt đời không gặp tai họa thì cho là không có ân đức.
管 子 云 : 城 郭 溝 渠 不 足 以 固 守 兵 甲 勇 力 不 足 以 應 敵 博 地 多 財 不 足 以 有 眾 唯 有 道 者 能 備 患 於 未 形 也 。	Chỉ người hiểu đạo lý thì có thể phòng tai họa khi chúng chưa thành hình vậy.
